"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl","lon","lat"
"IndigoHawthorne","#Veteran #Counselor #Education #Truth #Animals #Nature #Preservation #Holism #Wellness #HEALING #HEALTH #LOVE #BeKind #PayItForward #Travel #Foodie #IDWP ‚úåÔ∏èÔ∏è",159878,3446,29440,4997,NA,"Angel",2010-11-28 06:26:00,FALSE,FALSE,"IndigoHawthorne","USA & Abroad ","en","220584725",1380,FALSE,"http://pbs.twimg.com/profile_images/799386331533086720/2ZcmP0xW_normal.jpg",-95.712891,37.09024
"NowThinkAgain","TIME TO THINK ABOUT OUR FUTURE.
It's Okay Not To Be Politically Correct!",7272,199,1457,109,NA,"No Bully Zone",2016-06-18 10:06:37,FALSE,FALSE,"NowThinkAgain","","en","744109050607042560",44,FALSE,"http://pbs.twimg.com/profile_images/744110108024639488/E-cUZoNF_normal.jpg",NA,NA
"fArkinstall","If politics isn't your business, keep politics out of your business!",4786,159,7677,273,NA,"OwnYourSh*t",2010-04-21 13:42:08,FALSE,FALSE,"fArkinstall","","en","135500979",9,FALSE,"http://pbs.twimg.com/profile_images/776840044262723585/g09mN0vY_normal.jpg",NA,NA
"EddieQueener","",2616,74,3561,76,NA,"Eddie Queener",2016-07-29 19:00:22,FALSE,FALSE,"EddieQueener","","en","759101276462387200",11,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_6_normal.png",NA,NA
"chad_westra","it's all about Him, not me Ì†ΩÌπètrump -amen  pray for grace for all in the dark, may they see light.",512,15,358,85,NA,"Chad Westra",2016-06-30 19:55:18,FALSE,FALSE,"chad_westra","Sioux Falls, SD","en","748605853914140672",2,FALSE,"http://pbs.twimg.com/profile_images/804353679960797184/QZGpR00x_normal.jpg",-96.7311034,43.5445959
"john_bugaj","",12659,461,46532,681,NA,"John Bugaj",2016-08-07 22:06:23,FALSE,FALSE,"john_bugaj","","en","762409577681784832",28,FALSE,"http://pbs.twimg.com/profile_images/765781700576157696/jnsq3zra_normal.jpg",NA,NA
"TOVAOD","American woman.",69498,6390,52576,4867,NA,"Kelly",2013-06-28 14:42:59,FALSE,FALSE,"TOVAOD","","en","1553281753",115,FALSE,"http://pbs.twimg.com/profile_images/803793675071393792/pfmoDsk4_normal.jpg",NA,NA
"nitereyn","Follower of Christ;God,Country,Corps, and family....a country boy will survive! #2A, III%; God Save the Republic! Liv Long and Prosper!Ì†ΩÌ∂ñÌ†ºÌøª",4896,448,3643,688,NA,"Roger Reynolds",2009-08-16 05:08:34,FALSE,FALSE,"nitereyn","The Great North Coast","en","66057785",16,FALSE,"http://pbs.twimg.com/profile_images/767123708276248577/wrOnRcma_normal.jpg",1.7272948,52.6138982
"newsArenaPak","We bring tops sports, politics and international news to this page. Follow us and we'll follow you back.",74887,2358,352,3177,NA,"Pakistan News",2016-04-18 10:41:23,FALSE,FALSE,"newsArenaPak","","en","722012139532206081",760,FALSE,"http://pbs.twimg.com/profile_images/723425698807865344/uieqpx92_normal.jpg",NA,NA
"mdziur","Gab ID: @mdziur
https://t.co/A3Vh4ShPUt

Independent. Constitutionalist. Libertine. Hedonist. 
Technology Director. Musician. All around freak.",2293,90,147,93,"https://t.co/A3Vh4ShPUt","gab.ai/mdziur",2010-04-09 03:30:35,FALSE,FALSE,"mdziur","Multiverse Segment 03, Virgo Supercluster 03, Earth 3, Sol 3, Sagittarius Arm, Orion Spur","en","131048945",47,FALSE,"http://pbs.twimg.com/profile_images/802279601074384896/FOFNNHA8_normal.jpg",NA,NA
"phxrocker","#Patriot #MAGA #PresidentTrump #BuildTheWall #DrainTheSwamp #LawAndOrder #ProLife",2462,370,2214,620,NA,"PhxRocker",2013-08-08 16:33:06,FALSE,FALSE,"phxrocker","Blue Ridge Mountains","en","1655764603",30,FALSE,"http://pbs.twimg.com/profile_images/706994597990408193/mgpeBBV2_normal.jpg",-82.2652846,35.7647092
"RickRosaNYC","Self-Loathing Republican...I didn't lean left, they leaned right & left me in the middle - Hater of drunk drivers & bigots. Follow & UnFollow Back",12592,2408,313,2785,NA,"Rick Rosa",2009-09-29 12:34:49,FALSE,FALSE,"RickRosaNYC","New York CIty","en","78295067",52,FALSE,"http://pbs.twimg.com/profile_images/669877547736375296/l6sr2oou_normal.jpg",-74.0059413,40.7127837
"kay_kingsbury","Conservative warrior, mom, wife, aspiring Christian. My neighbor says liberals aren't good for nothing, but I disagree.Total disdain for the politically correct",48312,4364,27507,4154,NA,"kay kingsbury",2014-03-11 13:13:54,FALSE,FALSE,"kay_kingsbury","KY/Fl","en","2383695960",127,FALSE,"http://pbs.twimg.com/profile_images/559787987861401600/uiP0DkL8_normal.jpeg",-85.6414747,37.5176256
"tomasnjill","Christian,conservative,father of these two precious kids and raising a teenager step son. A Constitution believer from the first amendment to the last.",24047,779,33681,191,NA,"Tomas the Deplorable",2014-10-21 19:07:43,FALSE,FALSE,"tomasnjill","Brooklyn, NY","en","2869244972",34,FALSE,"http://pbs.twimg.com/profile_images/790744871703351297/Zj4Q8LNH_normal.jpg",-73.9441579,40.6781784
"TolFuinArcher","Forester, hunter, angler; #NRA member; Celtic & Baroque music enthusiast. #Asatru #Folkish #Traditionalist",59511,985,1363,593,NA,"TolFuinArcher",2012-03-20 20:11:07,FALSE,FALSE,"TolFuinArcher","Michigan, USA","en","531598877",216,FALSE,"http://pbs.twimg.com/profile_images/788884595445989376/8mnqm8cS_normal.jpg",-85.6023643,44.3148443
"NYJJ1981","Proud to be a Deplorable!!!!",17,7,12,248,NA,"Justin Jaret",2016-11-20 23:11:16,FALSE,FALSE,"NYJJ1981","Holbrook, NY","en","800476633509478401",0,FALSE,"http://pbs.twimg.com/profile_images/800484312554434560/2gYPXRhu_normal.jpg",-73.0784429,40.8123205
"KentManningSAN","",2039,58,1114,176,NA,"Kent Manning",2015-08-12 20:26:58,FALSE,FALSE,"KentManningSAN","","en","3313656468",9,FALSE,"http://pbs.twimg.com/profile_images/631566152842383360/NZDIX-Dc_normal.jpg",NA,NA
"Uncle_d_bags","diabloguapo on gab.ai",8099,272,10239,379,NA,"Chereth Cutestory",2013-10-22 00:56:23,FALSE,FALSE,"Uncle_d_bags","united states of Trump","en","2148084866",12,FALSE,"http://pbs.twimg.com/profile_images/802300532408729601/Iq-lISW-_normal.jpg",-73.973794,40.7624283
"Vikingdane1","We've allowed enemies of America's #Freedom  #Sovereignty overtake. IVoted 4 USCitizen  #NothingShortofAMiracle so watch4 #Jesus #Pray4Israel Trust Obey  #Bible",11892,3258,5393,3222,NA,"Dede",2012-02-13 01:42:10,FALSE,FALSE,"Vikingdane1","InChrist","en","490910538",43,FALSE,"http://pbs.twimg.com/profile_images/508692530683056128/aoyPixF6_normal.png",77.6080114,12.9351845
"TrumpTheHun","You thought you voted for me to serve you, but you will actually be serving me. This is #TrumpsAmerica now!",4389,79,0,63,"https://t.co/xOBgadutwC","Supreme Leader Trump",2013-10-20 23:49:06,FALSE,FALSE,"TrumpTheHun","Grabbing for more than #pussy.","en","1976756370",24,FALSE,"http://pbs.twimg.com/profile_images/796708061515841539/MUjnG2zT_normal.jpg",NA,NA
"Kostantis13","Blowing whistles left and right..  *** Mistrust Ideology ***
- When the PPL fear the GOV, that's tyranny . When the GOV fears the PPL, that's liberty",1640,98,1650,267,NA,"ŒöœéœÉœÑŒ± ŒùœÑŒ∑œÇ",2013-04-17 17:35:57,FALSE,FALSE,"Kostantis13","Canada","en","1359947382",5,FALSE,"http://pbs.twimg.com/profile_images/622460330053124096/mum-00zn_normal.jpg",-106.346771,56.130366
"freddiejohnsonX","You should probably kill yourself",14642,869,21672,1582,NA,"Fred",2015-11-22 20:09:04,FALSE,FALSE,"freddiejohnsonX","","en","4252024517",30,FALSE,"http://pbs.twimg.com/profile_images/797760261130227712/zgkndMyu_normal.jpg",NA,NA
"elizabethvotes","",22548,1072,23997,1448,NA,"Elizabeth Votes",2016-01-13 21:25:12,FALSE,FALSE,"elizabethvotes","","en","4797764475",82,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png",NA,NA
"TheDanielMarch","To strive, to seek, to find, and not to yield  #Republican #Libertarian #Nationalist . Your rights end, where the other persons begin. #MAGA #TRUMP/PENCE 2016",16448,7244,39385,5461,NA,"Daniel March",2014-05-28 22:47:49,FALSE,FALSE,"TheDanielMarch","Idaho","en","2531015528",38,FALSE,"http://pbs.twimg.com/profile_images/471788144585486336/cRCxG9Na_normal.jpeg",-114.7420408,44.0682019
"EndLiberalism","Native New Yorker, Guns, Liberty, Peace through Strength, Helping #MAGA!! Veterans and Amercans First.",7553,651,1548,929,NA,"Mark Andrew",2013-03-10 22:09:53,FALSE,FALSE,"EndLiberalism","Colorado Springs, CO","en","1258072117",14,FALSE,"http://pbs.twimg.com/profile_images/723537392510984193/yXIdbu1C_normal.jpg",-104.8213634,38.8338816
"ForTennessee","#ALWAYS TRUMP LOVING MOTHER,PATRIOT,READY TO TAKE BACK OUR COUNTRY FOR OUR CHILDREN !RT'S not always Endmt's#Ready For A Real Change #Ground Support Trump‚úå‚úå",48350,8691,30510,6654,NA,"#Tennessee for Trump",2016-01-27 18:59:03,FALSE,FALSE,"ForTennessee","THE GREAT STATE OF TENNESSEE ","en","4854449571",152,FALSE,"http://pbs.twimg.com/profile_images/692422625977446400/wL4M2F2x_normal.jpg",-87.1013997,35.1434145
"RivalThoughts","To learn who rules over you, simply find out who you are not allowed to criticize -Voltaire. Just one lone piece of rotten fruit in a basket of deplorables.",51367,4475,10393,2351,NA,"RivalThoughts",2014-11-11 00:58:06,FALSE,FALSE,"RivalThoughts","","en","2871588796",78,FALSE,"http://pbs.twimg.com/profile_images/531984968835035136/9TxsZByb_normal.jpeg",NA,NA
"beardnscars","* Blood of the Aesir * Politically Incorrect * Gamer * Dissident * Gun Enthusiast * MMA Junky *Western Chauvinist*",22958,463,14275,651,NA,"By Odin's Beard",2011-04-16 01:32:54,FALSE,FALSE,"beardnscars","Asgard","en","282837401",40,FALSE,"http://pbs.twimg.com/profile_images/624661149112381440/gsbMk-Ji_normal.jpg",-106.7310377,35.0693599
"KattHasklaws","Gab = KattHasklaws  Ì†ºÌ∑¶Ì†ºÌ∑∫ Ì†ΩÌ∞∏ Because I can.  RT =/= endorsement. Recyclable. Spoonie. Aunt.",13124,409,15725,334,"https://t.co/MTPnpdPjzJ","Psychokitten",2015-10-07 05:01:57,FALSE,FALSE,"KattHasklaws","Brisbane, Queensland","en","3810681378",47,FALSE,"http://pbs.twimg.com/profile_images/760268492884979713/PdLsNPLu_normal.jpg",153.0251235,-27.4697707
"wstaar1","",10668,337,22765,151,NA,"Deplorable Carl",2014-10-30 16:12:11,FALSE,FALSE,"wstaar1","USA","en","2851617124",14,FALSE,"http://pbs.twimg.com/profile_images/777477209812529152/AYEK92Qb_normal.jpg",-95.712891,37.09024
"PaulWaldmiller","God's Servant, Helper of Humanity, Victim of Foreign Immigration Marriage Scam & Corrupted U.S/ NYS Govt's(Death Threat), Husband, Alienated Father, Author",10146,628,8043,551,"https://t.co/Jcz2y5osMk","Paul P. Waldmiller",2014-01-24 22:21:19,FALSE,FALSE,"PaulWaldmiller","","en","2309040594",49,FALSE,"http://pbs.twimg.com/profile_images/693190036259524608/qqq0TBIW_normal.jpg",NA,NA
"2012_bharat","#1MILLION HINDU MUJHE KHOON DO ME TUMHE ,RAM RAJ DUNGA# follower of prime minister@narendramodi followed back,COLLAPSED SYSTEM BJP/CONG  ALL 4 SYSTEM PURGE NEAR",44644,6500,15499,7150,NA,"DR.SANTOSH KUMAR",2012-05-03 18:59:17,FALSE,FALSE,"2012_bharat","","en","570204029",27,FALSE,"http://pbs.twimg.com/profile_images/2866070014/9b25de1f9c44d2aa4b4b5e5ecc86a7cb_normal.png",NA,NA
"pti_pari","pti ki pari no dm jast follow me",327385,1169,282,328,NA,"Samreen Pari PTI",2015-11-22 11:14:06,FALSE,FALSE,"pti_pari","","en","4249129511",73,FALSE,"http://pbs.twimg.com/profile_images/668387887612850177/PzkiKs_C_normal.jpg",NA,NA
"NEWS1_CHANNEL","‚Äè‚Äè‚Äè‚Äè‚Äè‚ÄèÔÆ¨Ôª¢ Ô∫óÔªÆ Ôª£Ô≠ß Ô∫üÔ∫éÔ∫ãÔØøÔÆü ÔÆîÔÆØ Ô∫óÔØøÔ∫ÆÔÆÆ Ô∫çÔ∫≠Ô∫øÔÆü
Ô∫ßÔ∫éÔÆé ÔÆêÔØΩ Ô∫ßÔ∫éÔªÉÔ∫Æ Ô∫çÔÆÆ Ô≠òÔ∫éÔÆé Ôª≠ÔªÉÔª¶
ÔªüÔØøÔÆëÔª¶ Ô∫óÔª§ÔÆ©ÔØøÔÆü Ô∫´ÔªßÔ∫™ÔÆ¶ Ô∫≠ÔÆ¨Ôª®Ô∫é ÔÆ¨ÔÆØ ÔªóÔØøÔ∫éÔª£Ô∫ñ
ÔÆêÔØΩ Ô∫≥Ô∫§Ô∫Æ ÔÆ®ÔªÆÔªßÔÆØ Ô∫óÔÆè",108415,892,15,117,NA,"ŸÜ€åŸàÿ≤ ŸàŸÜ ⁄Ü€åŸÜŸÑ",2014-06-25 06:56:34,FALSE,FALSE,"NEWS1_CHANNEL","","en","2587038241",35,FALSE,"http://pbs.twimg.com/profile_images/793149967502348288/nzmFEv18_normal.jpg",NA,NA
"pslt20score_pk","",145896,115,1,62,NA,"psl t20 score",2016-03-04 06:05:50,FALSE,FALSE,"pslt20score_pk","","en","705635342100013056",17,FALSE,"http://pbs.twimg.com/profile_images/801362717038825472/IoCaFRgG_normal.jpg",NA,NA
"AbbTakk","Official Twitter Account of Abb Takk News",708420,167451,17,67,"https://t.co/s0QeebPK90","AbbTakk",2012-12-17 10:23:11,FALSE,FALSE,"AbbTakk","Karachi, Pakistan","en","1017158666",443,FALSE,"http://pbs.twimg.com/profile_images/683647843941367808/dJr8XG5m_normal.jpg",67.0099388,24.8614622
